PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH,FPD10_PJ,LOSS_RATE_PJ,LA in Bio
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/01/2023,0.1093,0.2587,0.3
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/05/2023,,,0.1
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/01/2023,0.2492,0.5629,0.1
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/01/2023,0.0642,0.2206,1.6
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.4
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/05/2023,,,0.1
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.1383,0.3123,0.3
BADBANK,XS,XSELL_LOW RISK,3P-TSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_LOW RISK,IH-TSA,01/12/2022,0.0000,0.0000,0.1
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/01/2023,0.6273,1.4173,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/02/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/02/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/05/2023,,,0.0
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/04/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/01/2023,0.0000,0.0000,0.1
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/01/2023,0.0640,0.2203,0.8
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/01/2023,0.0000,0.0000,0.3
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/02/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/01/2023,0.0000,0.0000,0.2
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/01/2023,0.0102,0.0892,3.0
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.4
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/01/2023,0.0963,0.2490,0.3
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/05/2023,,,0.0
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/01/2023,0.0752,0.2325,0.3
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/05/2023,,,0.1
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,,,0.0
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/05/2023,,,0.1
BADBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/12/2022,0.1088,0.2583,0.3
BADBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/01/2023,0.0000,0.0000,0.0
BADBANK,XS,ZALO HIGH SCORE,IH-TSA LG,01/12/2022,0.0000,0.0000,0.0
BADBANK,XS,ZALO MED SCORE,IH-TSA LG,01/12/2022,0.0000,0.0000,0.1
