PLANNING_SELECTED,PRODUCT,BUDGET_GROUP,SALE_CHANNEL_GRP,CREATE_MONTH, LOSS_RATE_PJ , LA in Bio 
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/03/2023, 0.189809 ," 857,954,000 "
BADBANK,TW,TWL PROMO USED BIKE LOW DP,IH-POS,01/04/2023, -   ," 322,253,000 "
BADBANK,TW,UNIFIED NONLG,IH-TSA LG,01/01/2023, -   ," 10,000,000 "
BADBANK,XS,LG HIGH SCORE,IH-TSA LG,01/12/2022, -   ," 132,048,000 "
BADBANK,XS,UNIFIED NONLG,IH-TSA,01/12/2022, -   ," 20,000,000 "
BADBANK,XS,UNIFIED NONLG,IH-TSA LG,01/12/2022, 0.231326 ," 427,113,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-DSA,01/01/2023, -   ," 28,712,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-TSA,01/12/2022, -   ," 94,950,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,3P-TSA,01/01/2023, -   ," 87,153,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/01/2023, 0.835711 ," 81,100,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/04/2023, -   ," 15,000,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA,01/05/2023,," 21,500,000 "
BADBANK,XS,XSELL_HIGH NEED_HIGH RISK,IH-TSA LG,01/04/2023, -   ," 32,250,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-DSA,01/01/2023, -   ," 30,000,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/01/2023, 0.184865 ," 1,353,312,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,3P-TSA,01/04/2023, -   ," 26,875,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/12/2022, -   ," 108,042,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-DSA,01/01/2023, 0.218541 ," 252,667,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-POS,01/01/2023, -   ," 182,272,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/01/2023, 0.086107 ," 3,091,980,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA,01/05/2023,," 10,750,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/12/2022, -   ," 22,538,000 "
BADBANK,XS,XSELL_HIGH NEED_LOW RISK,IH-TSA LG,01/01/2023, 0.184649 ," 1,058,939,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,3P-TSA,01/01/2023, -   ," 369,437,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-DSA,01/01/2023, -   ," 135,509,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-POS,01/01/2023, -   ," 16,125,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/01/2023, 0.254058 ," 664,472,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA,01/05/2023,," 128,711,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/01/2023, 1.104290 ," 64,751,000 "
BADBANK,XS,XSELL_HIGH NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,," 64,500,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-DSA,01/01/2023, -   ," 20,596,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/12/2022, -   ," 46,420,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,3P-TSA,01/01/2023, -   ," 170,529,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/01/2023, -   ," 46,588,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-DSA,01/02/2023, -   ," 30,000,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/01/2023, -   ," 51,000,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-POS,01/02/2023, -   ," 98,465,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/01/2023, 0.221998 ," 316,093,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/02/2023, -   ," 264,578,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA,01/05/2023,," 42,579,000 "
BADBANK,XS,XSELL_LOW NEED_HIGH RISK,IH-TSA LG,01/05/2023,," 74,175,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,3P-DSA,01/01/2023, -   ," 10,550,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,3P-TSA,01/01/2023, -   ," 955,961,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/12/2022, -   ," 30,000,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/01/2023, 0.258700 ," 274,497,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-DSA,01/05/2023,," 52,484,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-POS,01/01/2023, 0.562925 ," 66,220,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA,01/01/2023, 0.220580 ," 1,555,018,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/01/2023, -   ," 357,711,000 "
BADBANK,XS,XSELL_LOW NEED_LOW RISK,IH-TSA LG,01/05/2023,," 61,452,000 "
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,3P-TSA,01/01/2023, -   ," 145,939,000 "
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-DSA,01/05/2023,," 30,000,000 "
BADBANK,XS,XSELL_LOW NEED_MEDIUM RISK,IH-TSA,01/01/2023, 0.312301 ," 284,805,000 "
BADBANK,XS,XSELL_LOW RISK,3P-TSA,01/12/2022, -   ," 48,735,000 "
BADBANK,XS,XSELL_LOW RISK,3P-TSA,01/01/2023, -   ," 15,639,000 "
BADBANK,XS,XSELL_LOW RISK,IH-TSA,01/12/2022, -   ," 58,025,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,3P-TSA,01/01/2023, -   ," 112,693,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/12/2022, -   ," 10,550,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/01/2023, 1.417293 ," 33,634,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-DSA,01/02/2023, -   ," 19,568,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/12/2022, -   ," 25,634,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/01/2023, -   ," 115,228,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA,01/02/2023, -   ," 43,736,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA LG,01/05/2023,," 9,382,000 "
BADBANK,XS,XSELL_MEDIUM NEED_HIGH RISK,IH-TSA TR,01/04/2023, -   ," 15,000,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-DSA,01/01/2023, -   ," 50,000,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,3P-TSA,01/01/2023, 0.220344 ," 781,063,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/01/2023, -   ," 260,500,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-DSA,01/02/2023, -   ," 32,250,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/12/2022, -   ," 24,000,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-POS,01/01/2023, -   ," 199,123,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/01/2023, 0.089221 ," 2,952,654,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA,01/05/2023,," 26,871,000 "
BADBANK,XS,XSELL_MEDIUM NEED_LOW RISK,IH-TSA LG,01/01/2023, -   ," 366,696,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,3P-TSA,01/01/2023, 0.248980 ," 273,997,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-DSA,01/05/2023,," 44,075,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/01/2023, 0.232477 ," 312,405,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA,01/05/2023,," 111,625,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/01/2023, -   ," 24,188,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA LG,01/05/2023,," 32,250,000 "
BADBANK,XS,XSELL_MEDIUM NEED_MEDIUM RISK,IH-TSA TR,01/05/2023,," 59,125,000 "
BADBANK,XS,XSELL_MEDIUM RISK,3P-TSA,01/12/2022, 0.258332 ," 290,969,000 "
BADBANK,XS,XSELL_MEDIUM RISK,IH-TSA,01/01/2023, -   ," 33,000,000 "
BADBANK,XS,ZALO HIGH SCORE,IH-TSA LG,01/12/2022, -   ," 32,250,000 "
BADBANK,XS,ZALO MED SCORE,IH-TSA LG,01/12/2022, -   ," 75,250,000 "
